Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Visium Device 1,,,,2023-11-27 14:47:02,2023-11-27 14:48:44,1m - 42.166s,PASSED
,,,,,,,
Test Cases/TC01_Register Success - Device 1,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-27 14:47:02,2023-11-27 14:48:44,1m - 41.980s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-11-27 14:47:02,2023-11-27 14:47:24,21.880s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView""), 100)",,,,2023-11-27 14:47:24,2023-11-27 14:47:34,9.581s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-27 14:47:34,2023-11-27 14:47:41,7.212s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-27 14:47:41,2023-11-27 14:47:49,7.649s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-27 14:47:49,2023-11-27 14:47:57,8.505s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-27 14:47:57,2023-11-27 14:48:07,9.433s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-27 14:48:07,2023-11-27 14:48:15,8.090s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-27 14:48:15,2023-11-27 14:48:23,7.938s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-27 14:48:23,2023-11-27 14:48:33,10.446s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-27 14:48:33,2023-11-27 14:48:39,5.943s,PASSED
delay(5),,,,2023-11-27 14:48:39,2023-11-27 14:48:44,5.029s,PASSED
