Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Visium Device 1,,,,2023-11-24 14:44:26,2023-11-24 14:46:49,2m - 23.130s,ERROR
,,,,,,,
Test Cases/TC01_Register Success - Device 1,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-24 14:44:26,2023-11-24 14:46:49,2m - 22.898s,ERROR
"visiumFarmHub = ""https://farmdemo.visiumlabs.com/wd/hub""",,,,2023-11-24 14:44:26,2023-11-24 14:44:26,0.001s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),,,,2023-11-24 14:44:26,2023-11-24 14:44:26,0.017s,PASSED
"capabilities.setCapability(""deviceName"", ""52003cffeced945f"")",,,,2023-11-24 14:44:26,2023-11-24 14:44:26,0.002s,PASSED
"capabilities.setCapability(""automationName"", ""uiautomator2"")",,,,2023-11-24 14:44:26,2023-11-24 14:44:26,0.001s,PASSED
"capabilities.setCapability(""platformVersion"", ""8.0.0"")",,,,2023-11-24 14:44:26,2023-11-24 14:44:26,0.002s,PASSED
"capabilities.setCapability(""platformName"", ""ANDROID"")",,,,2023-11-24 14:44:26,2023-11-24 14:44:26,0.002s,PASSED
"capabilities.setCapability(""udid"", ""52003cffeced945f"")",,,,2023-11-24 14:44:26,2023-11-24 14:44:26,0.001s,PASSED
"capabilities.setCapability(""vf:accessKey"", ""brian:54121be2-680f-4acc-b2fd-13228ce956f6"")",,,,2023-11-24 14:44:26,2023-11-24 14:44:26,0.001s,PASSED
"capabilities.setCapability(""vf:appId"", ""3309883"")",,,,2023-11-24 14:44:26,2023-11-24 14:44:26,0.001s,PASSED
"createMobileDriver(ANDROID_DRIVER, capabilities, new java.net.URL(visiumFarmHub))",,,,2023-11-24 14:44:26,2023-11-24 14:44:45,19.022s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView""), 100)",,,,2023-11-24 14:44:45,2023-11-24 14:44:51,5.480s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-24 14:44:51,2023-11-24 14:44:58,7.571s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-24 14:44:58,2023-11-24 14:45:04,5.558s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-24 14:45:04,2023-11-24 14:45:11,6.755s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-24 14:45:11,2023-11-24 14:45:17,6.207s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-24 14:45:17,2023-11-24 14:45:24,7.169s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-24 14:45:24,2023-11-24 14:45:30,5.817s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-24 14:45:30,2023-11-24 14:45:37,7.399s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-24 14:45:37,2023-11-24 14:46:49,1m - 11.499s,ERROR
