Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest,,,,2023-11-01 16:27:25,2023-11-01 16:28:27,1m - 2.005s,PASSED
,,,,,,,
Test Cases/TC01_Register Success,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-01 16:27:26,2023-11-01 16:28:27,1m - 0.961s,PASSED
"comment(""Register Success"")",,,,2023-11-01 16:27:27,2023-11-01 16:27:27,0.132s,PASSED
"appPath = relativeToAbsolutePath(G_AndroidApp, getProjectDir())",,Get full directory's path of android application,,2023-11-01 16:27:27,2023-11-01 16:27:28,0.524s,PASSED
"startApplication(appPath, false)",,,,2023-11-01 16:27:28,2023-11-01 16:28:04,36.019s,PASSED
"tap(findTestObject(""Object Repository/Demo/Add - Button""), 10)",,,,2023-11-01 16:28:04,2023-11-01 16:28:07,2.923s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-01 16:28:07,2023-11-01 16:28:12,5.471s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-01 16:28:12,2023-11-01 16:28:14,2.213s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-01 16:28:15,2023-11-01 16:28:16,1.856s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-01 16:28:16,2023-11-01 16:28:19,3.011s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-01 16:28:19,2023-11-01 16:28:22,3.084s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-01 16:28:22,2023-11-01 16:28:24,1.824s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-01 16:28:24,2023-11-01 16:28:26,1.698s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-01 16:28:26,2023-11-01 16:28:27,0.611s,PASSED
"takeScreenshot(""/Users/ddl02/Desktop/Screenshot/a.png"")",,,,2023-11-01 16:28:27,2023-11-01 16:28:27,0.848s,PASSED
