Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest,,,,2023-11-01 16:27:26,2023-11-01 16:28:16,50.459s,PASSED
,,,,,,,
Test Cases/TC01_Register Success,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-01 16:27:27,2023-11-01 16:28:16,49.628s,PASSED
"comment(""Register Success"")",,,,2023-11-01 16:27:28,2023-11-01 16:27:28,0.350s,PASSED
"appPath = relativeToAbsolutePath(G_AndroidApp, getProjectDir())",,Get full directory's path of android application,,2023-11-01 16:27:28,2023-11-01 16:27:29,0.692s,PASSED
"startApplication(appPath, false)",,,,2023-11-01 16:27:29,2023-11-01 16:27:51,22.007s,PASSED
"tap(findTestObject(""Object Repository/Demo/Add - Button""), 10)",,,,2023-11-01 16:27:51,2023-11-01 16:27:53,1.917s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-01 16:27:53,2023-11-01 16:27:59,6.292s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-01 16:27:59,2023-11-01 16:28:02,2.703s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-01 16:28:02,2023-11-01 16:28:04,2.324s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-01 16:28:04,2023-11-01 16:28:07,2.730s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-01 16:28:07,2023-11-01 16:28:09,2.027s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-01 16:28:09,2023-11-01 16:28:11,1.962s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-01 16:28:11,2023-11-01 16:28:13,2.177s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-01 16:28:13,2023-11-01 16:28:14,0.934s,PASSED
"takeScreenshot(""/Users/ddl02/Desktop/Screenshot/a.png"")",,,,2023-11-01 16:28:14,2023-11-01 16:28:16,2.498s,PASSED
