Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Visium Device 2,,,,2023-11-24 15:47:09,2023-11-24 15:48:41,1m - 32.023s,PASSED
,,,,,,,
Test Cases/TC01_Register Success - Device 2,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-24 15:47:09,2023-11-24 15:48:41,1m - 31.796s,PASSED
"visiumFarmHub = ""https://farmdemo.visiumlabs.com/wd/hub""",,,,2023-11-24 15:47:09,2023-11-24 15:47:09,0.002s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),,,,2023-11-24 15:47:09,2023-11-24 15:47:09,0.015s,PASSED
"capabilities.setCapability(""deviceName"", ""9321f298"")",,,,2023-11-24 15:47:09,2023-11-24 15:47:09,0.002s,PASSED
"capabilities.setCapability(""automationName"", ""uiautomator2"")",,,,2023-11-24 15:47:09,2023-11-24 15:47:09,0.001s,PASSED
"capabilities.setCapability(""platformVersion"", ""8.1.0"")",,,,2023-11-24 15:47:09,2023-11-24 15:47:09,0.001s,PASSED
"capabilities.setCapability(""platformName"", ""ANDROID"")",,,,2023-11-24 15:47:09,2023-11-24 15:47:09,0.001s,PASSED
"capabilities.setCapability(""udid"", ""9321f298"")",,,,2023-11-24 15:47:09,2023-11-24 15:47:09,0.002s,PASSED
"capabilities.setCapability(""vf:accessKey"", ""brian:54121be2-680f-4acc-b2fd-13228ce956f6"")",,,,2023-11-24 15:47:09,2023-11-24 15:47:09,0.001s,PASSED
"capabilities.setCapability(""vf:appId"", ""3309883"")",,,,2023-11-24 15:47:09,2023-11-24 15:47:09,0.001s,PASSED
"createMobileDriver(ANDROID_DRIVER, capabilities, new java.net.URL(visiumFarmHub))",,,,2023-11-24 15:47:09,2023-11-24 15:47:32,22.859s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView""), 100)",,,,2023-11-24 15:47:32,2023-11-24 15:47:38,6.352s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-24 15:47:38,2023-11-24 15:47:45,7.088s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-24 15:47:45,2023-11-24 15:47:51,5.806s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-24 15:47:51,2023-11-24 15:47:58,6.939s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-24 15:47:58,2023-11-24 15:48:06,7.294s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-24 15:48:06,2023-11-24 15:48:12,6.810s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-24 15:48:12,2023-11-24 15:48:24,11.406s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-24 15:48:24,2023-11-24 15:48:32,8.350s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-24 15:48:32,2023-11-24 15:48:38,5.519s,PASSED
delay(3),,,,2023-11-24 15:48:38,2023-11-24 15:48:41,3.018s,PASSED
