Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Visium Device 2,,,,2023-11-24 11:51:56,2023-11-24 11:53:28,1m - 32.013s,PASSED
,,,,,,,
Test Cases/TC01_Register Success - Device 2,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-24 11:51:56,2023-11-24 11:53:28,1m - 31.827s,PASSED
"visiumFarmHub = ""https://farmdemo.visiumlabs.com/wd/hub""",,,,2023-11-24 11:51:56,2023-11-24 11:51:56,0.001s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),,,,2023-11-24 11:51:56,2023-11-24 11:51:56,0.016s,PASSED
"capabilities.setCapability(""deviceName"", ""9321f298"")",,,,2023-11-24 11:51:56,2023-11-24 11:51:56,0.002s,PASSED
"capabilities.setCapability(""automationName"", ""uiautomator2"")",,,,2023-11-24 11:51:57,2023-11-24 11:51:57,0.001s,PASSED
"capabilities.setCapability(""platformVersion"", ""8.1.0"")",,,,2023-11-24 11:51:57,2023-11-24 11:51:57,0.001s,PASSED
"capabilities.setCapability(""platformName"", ""ANDROID"")",,,,2023-11-24 11:51:57,2023-11-24 11:51:57,0.001s,PASSED
"capabilities.setCapability(""udid"", ""9321f298"")",,,,2023-11-24 11:51:57,2023-11-24 11:51:57,0.001s,PASSED
"capabilities.setCapability(""vf:accessKey"", ""brian:54121be2-680f-4acc-b2fd-13228ce956f6"")",,,,2023-11-24 11:51:57,2023-11-24 11:51:57,0.001s,PASSED
"capabilities.setCapability(""vf:appId"", ""3309883"")",,,,2023-11-24 11:51:57,2023-11-24 11:51:57,0.001s,PASSED
"createMobileDriver(ANDROID_DRIVER, capabilities, new java.net.URL(visiumFarmHub))",,,,2023-11-24 11:51:57,2023-11-24 11:52:16,19.810s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView""), 100)",,,,2023-11-24 11:52:16,2023-11-24 11:52:23,6.740s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-24 11:52:23,2023-11-24 11:52:30,6.799s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-24 11:52:30,2023-11-24 11:52:37,7.572s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-24 11:52:37,2023-11-24 11:52:44,6.571s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-24 11:52:44,2023-11-24 11:52:52,7.625s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-24 11:52:52,2023-11-24 11:52:58,6.777s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-24 11:52:58,2023-11-24 11:53:05,6.752s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-24 11:53:05,2023-11-24 11:53:12,6.997s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-24 11:53:12,2023-11-24 11:53:17,4.926s,PASSED
"takeScreenshot(""/Users/ddl02/Desktop/Screenshot/a.png"")",,,,2023-11-24 11:53:17,2023-11-24 11:53:25,7.936s,PASSED
delay(3),,,,2023-11-24 11:53:25,2023-11-24 11:53:28,3.019s,PASSED
