Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest,,,,2023-11-07 14:09:15,2023-11-07 14:09:44,29.305s,PASSED
,,,,,,,
Test Cases/TC01_Register Success,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-07 14:09:16,2023-11-07 14:09:44,28.795s,PASSED
"comment(""Register Success"")",,,,2023-11-07 14:09:16,2023-11-07 14:09:16,0.079s,PASSED
"appPath = relativeToAbsolutePath(G_AndroidApp, getProjectDir())",,Get full directory's path of android application,,2023-11-07 14:09:16,2023-11-07 14:09:16,0.211s,PASSED
"startApplication(appPath, false)",,,,2023-11-07 14:09:16,2023-11-07 14:09:29,12.766s,PASSED
"tap(findTestObject(""Object Repository/Demo/Add - Button""), 10)",,,,2023-11-07 14:09:29,2023-11-07 14:09:30,0.541s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-07 14:09:30,2023-11-07 14:09:32,2.400s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-07 14:09:32,2023-11-07 14:09:33,1.086s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-07 14:09:33,2023-11-07 14:09:35,1.605s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-07 14:09:35,2023-11-07 14:09:36,1.605s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-07 14:09:36,2023-11-07 14:09:37,1.121s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-07 14:09:37,2023-11-07 14:09:39,1.657s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-07 14:09:39,2023-11-07 14:09:40,1.076s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-07 14:09:40,2023-11-07 14:09:41,0.627s,PASSED
"takeScreenshot(""/Users/ddl02/Desktop/Screenshot/a.png"")",,,,2023-11-07 14:09:41,2023-11-07 14:09:41,0.560s,PASSED
delay(3),,,,2023-11-07 14:09:41,2023-11-07 14:09:44,3.030s,PASSED
