Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest,,,,2023-11-03 10:48:57,2023-11-03 10:49:22,25.497s,PASSED
,,,,,,,
Test Cases/TC01_Register Success,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-03 10:48:57,2023-11-03 10:49:22,25.021s,PASSED
"comment(""Register Success"")",,,,2023-11-03 10:48:58,2023-11-03 10:48:58,0.073s,PASSED
"appPath = relativeToAbsolutePath(G_AndroidApp, getProjectDir())",,Get full directory's path of android application,,2023-11-03 10:48:58,2023-11-03 10:48:58,0.218s,PASSED
"startApplication(appPath, false)",,,,2023-11-03 10:48:58,2023-11-03 10:49:09,11.112s,PASSED
"tap(findTestObject(""Object Repository/Demo/Add - Button""), 10)",,,,2023-11-03 10:49:09,2023-11-03 10:49:10,0.937s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-03 10:49:10,2023-11-03 10:49:12,1.989s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-03 10:49:12,2023-11-03 10:49:13,1.108s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-03 10:49:13,2023-11-03 10:49:15,1.638s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-03 10:49:15,2023-11-03 10:49:16,1.598s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-03 10:49:16,2023-11-03 10:49:18,1.648s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-03 10:49:18,2023-11-03 10:49:20,1.653s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-03 10:49:20,2023-11-03 10:49:21,1.559s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-03 10:49:21,2023-11-03 10:49:22,0.647s,PASSED
"takeScreenshot(""/Users/ddl02/Desktop/Screenshot/a.png"")",,,,2023-11-03 10:49:22,2023-11-03 10:49:22,0.442s,PASSED
