Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest,,,,2023-11-07 14:45:25,2023-11-07 14:45:57,32.673s,PASSED
,,,,,,,
Test Cases/TC01_Register Success,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-07 14:45:25,2023-11-07 14:45:57,32.190s,PASSED
"comment(""Register Success"")",,,,2023-11-07 14:45:26,2023-11-07 14:45:26,0.084s,PASSED
"appPath = relativeToAbsolutePath(G_AndroidApp, getProjectDir())",,Get full directory's path of android application,,2023-11-07 14:45:26,2023-11-07 14:45:26,0.259s,PASSED
"startApplication(appPath, false)",,,,2023-11-07 14:45:26,2023-11-07 14:45:42,16.430s,PASSED
"tap(findTestObject(""Object Repository/Demo/Add - Button""), 10)",,,,2023-11-07 14:45:42,2023-11-07 14:45:43,0.596s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-07 14:45:43,2023-11-07 14:45:45,1.530s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-07 14:45:45,2023-11-07 14:45:46,1.080s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-07 14:45:46,2023-11-07 14:45:47,1.584s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-07 14:45:47,2023-11-07 14:45:48,1.109s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-07 14:45:48,2023-11-07 14:45:50,1.617s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-07 14:45:50,2023-11-07 14:45:52,1.599s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-07 14:45:52,2023-11-07 14:45:53,1.594s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-07 14:45:53,2023-11-07 14:45:54,0.590s,PASSED
"takeScreenshot(""/Users/ddl02/Desktop/Screenshot/a.png"")",,,,2023-11-07 14:45:54,2023-11-07 14:45:54,0.619s,PASSED
delay(3),,,,2023-11-07 14:45:54,2023-11-07 14:45:57,3.032s,PASSED
