Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Visium Device 2,,,,2023-11-24 11:49:13,2023-11-24 11:50:42,1m - 28.336s,FAILED
,,,,,,,
Test Cases/TC01_Register Success - Device 2,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-24 11:49:14,2023-11-24 11:50:42,1m - 28.139s,FAILED
"visiumFarmHub = ""https://farmdemo.visiumlabs.com/wd/hub""",,,,2023-11-24 11:49:14,2023-11-24 11:49:14,0.002s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),,,,2023-11-24 11:49:14,2023-11-24 11:49:14,0.017s,PASSED
"capabilities.setCapability(""deviceName"", ""9321f298"")",,,,2023-11-24 11:49:14,2023-11-24 11:49:14,0.002s,PASSED
"capabilities.setCapability(""automationName"", ""uiautomator2"")",,,,2023-11-24 11:49:14,2023-11-24 11:49:14,0.001s,PASSED
"capabilities.setCapability(""platformVersion"", ""8.1.0"")",,,,2023-11-24 11:49:14,2023-11-24 11:49:14,0.001s,PASSED
"capabilities.setCapability(""platformName"", ""ANDROID"")",,,,2023-11-24 11:49:14,2023-11-24 11:49:14,0.001s,PASSED
"capabilities.setCapability(""udid"", ""9321f298"")",,,,2023-11-24 11:49:14,2023-11-24 11:49:14,0.001s,PASSED
"capabilities.setCapability(""vf:accessKey"", ""brian:54121be2-680f-4acc-b2fd-13228ce956f6"")",,,,2023-11-24 11:49:14,2023-11-24 11:49:14,0.001s,PASSED
"capabilities.setCapability(""vf:appId"", ""3309883"")",,,,2023-11-24 11:49:14,2023-11-24 11:49:14,0.001s,PASSED
"createMobileDriver(ANDROID_DRIVER, capabilities, new java.net.URL(visiumFarmHub))",,,,2023-11-24 11:49:14,2023-11-24 11:49:38,23.655s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView""), 100)",,,,2023-11-24 11:49:38,2023-11-24 11:49:46,8.197s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-24 11:49:46,2023-11-24 11:49:53,6.907s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-24 11:49:53,2023-11-24 11:50:00,6.903s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-24 11:50:00,2023-11-24 11:50:07,7.048s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-24 11:50:07,2023-11-24 11:50:14,7.336s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-24 11:50:14,2023-11-24 11:50:21,6.928s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-24 11:50:21,2023-11-24 11:50:42,20.824s,FAILED
